Timestamp,Time,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
1/1/2023,0:00:00,1,4.92,4.53,5.82,-3.57,-4.75,1.81,1.62,-3.39,5.67,0.3,-4.56,3.36,152.97,63.93,258.26,3.66,-62.89,43.43,11.96,10.26,15.51,557,545,605.2,542991,453029,754507
1/1/2023,6:00:00,1,4.82,4.56,5.16,-3.48,-4.85,1.17,1.69,-2.56,4.79,-0.15,-4.74,3.95,157.16,71.94,226.01,-1.79,-72.97,56.06,11.09,9.85,12.38,548.3,519.3,576.7,464296,320332,616560
1/1/2023,12:00:00,1,4.71,4.21,5.15,-2.64,-4.65,2.49,3.06,-1.58,4.74,-1.05,-3.91,2.16,128.99,55.79,199.68,-12.54,-52.63,29.51,9.99,9.48,12.29,532.7,512.3,562.4,322532,300925,516750
1/1/2023,18:00:00,1,4.84,3.49,5.41,-1.1,-4.68,2.61,2.46,-1.19,4.65,-2.84,-5.03,2.66,114.03,32.26,198.83,-37.68,-74.61,38.02,9.44,7.5,11.71,527.2,489.4,542,314963,221218,477518
1/2/2023,0:00:00,1,4.48,3.97,5.21,-2.5,-4.13,2.68,2.67,-0.55,4.92,0.22,-3.83,3.83,127.88,46.57,187.79,3.04,-55.55,56.88,8.96,7.03,11.28,508.1,486.7,536.1,293298,199120,473128
1/2/2023,6:00:00,1,3.74,2.06,4.21,-1.24,-3.82,3.05,1.2,-2.72,2.92,-0.58,-3.39,2.54,136.6,5.61,353.15,-9.83,-68.89,52.14,7.01,5.45,9.13,489.6,463.5,515.7,206853,161136,317681
1/2/2023,12:00:00,1,3.37,1.75,4.35,-1.08,-3.07,2.58,1.96,-2.5,3.67,-0.02,-3.8,2.48,109.94,10.83,352.66,-0.45,-72.6,42.35,5.7,4.26,7.65,443.9,418.5,492.8,152465,74947,244178
1/2/2023,18:00:00,1,3.61,1.7,4.65,1.14,-2.49,2.95,1.52,-2.35,3.67,-2.21,-4.17,4.11,56.11,2.48,359.56,-36.92,-77.33,68.4,6.08,4.98,7.8,439.9,421.7,459.6,133614,75460,166919
1/3/2023,0:00:00,1,3.6,2.15,4.06,-1.77,-3.53,1.62,2.08,-1.35,3.76,1.25,-2.09,3.06,129.64,61.92,208.84,21.65,-41.74,58.38,4.54,3.28,6.97,425,415.1,443.7,98148,76645,171233
1/3/2023,6:00:00,1,3.02,1.76,3.56,-1.28,-2.68,2.08,2.28,-1.21,3.17,-1.42,-3.28,0.62,117.79,33.82,337.99,-28.02,-72.3,14.02,3.26,2.55,4.95,415,406.3,429.5,90279,73778,220533
1/3/2023,12:00:00,1,5.06,1.86,7.87,0.73,-4.31,4.51,1.25,-5.37,6.91,-2.96,-7.59,5.07,78.69,5.46,355.58,-33.56,-81.1,48.28,4.17,2.45,8.09,408.3,399.4,419.6,79547,60341,151692
1/3/2023,18:00:00,1,6.79,3.82,13.3,4.46,-1,6.84,4.41,-0.02,11.47,-0.61,-7.81,4.12,48.19,4.6,110.54,-4.57,-56.85,37.71,11.67,5.97,17.76,428.6,407.1,450.7,98691,30141,143325
1/4/2023,0:00:00,1,13.41,9.88,17.62,-0.77,-2.65,6.59,9.16,2.64,15.1,-10.69,-12.39,1.91,85.6,51.19,106.19,-41.53,-76.98,10.07,5.79,4.72,21.25,426.6,414.9,447.7,72811,27105,148093
1/4/2023,6:00:00,1,18.84,17.67,19.14,-0.61,-3.33,0.56,18.51,14.16,19.13,0.53,-10.91,6.64,92.61,87.88,102.37,1.6,-37.19,20.81,6.77,3.63,10.07,413.3,391.3,436.8,38110,5000,119390
1/4/2023,12:00:00,1,15.96,14.56,18.24,1.03,-5.24,6.47,5.94,-0.9,15.06,14.35,3.12,16.46,81.93,10.04,189.39,66.7,12.24,79.55,17.38,5.08,29.62,396.2,366.2,421.3,21995,10660,72244
1/4/2023,18:00:00,1,16.98,16.03,17.6,1.88,-1.01,6.21,-7.06,-13.02,1.69,15.58,10.04,16.76,298.58,1.2,355.79,63.88,37.61,83.57,10.93,8.55,18.59,382.7,369.4,400.8,17316,10190,49517
1/5/2023,0:00:00,1,18.89,16.6,20.04,1.14,-0.95,2.34,-14.46,-17.13,-10.24,11.88,8.84,14.52,274.16,265.28,279.73,40.7,27.48,52.38,12.06,10.01,16.32,381.9,375.8,390.2,23930,16438,80693
1/5/2023,6:00:00,1,16.72,15.05,19.55,2.14,-0.24,4.21,-15.12,-17.46,-8.45,7.99,-12.71,14.09,278.89,269.12,289.53,25.6,-51.76,57.81,12.42,3.99,15.85,370.1,356.5,383.5,46905,23753,72334
1/5/2023,12:00:00,1,12.71,11.5,14.59,1.88,0.41,4.54,-10.81,-13.99,-8.13,-6.98,-9.58,-1.33,280.72,272.08,295.32,-31.24,-46.71,-5.44,4.79,2.67,11.04,364.1,352.4,378.4,69059,34064,142683
1/5/2023,18:00:00,1,10.82,7.56,12.05,2.06,-3.78,7.11,-8.31,-10.69,-2.91,-3.91,-10.36,6.13,278.15,219.34,312.2,-20.22,-73.16,51.97,5.64,0.25,8.67,446.3,248.8,511.4,300381,5000,919264
1/6/2023,0:00:00,1,9.84,7.41,11.12,0.43,-3.71,2.75,-8.65,-10.59,0.05,4.69,1.02,8.37,271.25,104.74,297.42,28.08,5.67,80.64,7.57,5.24,22.27,490.2,440.1,538,581021,294374,2391534
1/6/2023,6:00:00,1,11.38,8.27,12.35,0.43,-6.45,3.25,-10.66,-11.57,-1.1,3.82,-5.07,7.31,263.65,179.54,286.69,18.78,-28.78,65.38,8.23,4.56,17.23,490.3,420,534.6,616436,109019,1490037
1/6/2023,12:00:00,1,10.36,8.92,11.07,-1.77,-4.75,2.6,-8,-10.82,-2,6.01,-2.33,9.3,256.35,208.11,284.83,35.47,-14.83,73.8,10.7,4.75,13.01,495.5,422.7,520.8,582796,114174,851516
1/6/2023,18:00:00,1,9.01,5.13,11.09,0.52,-5.81,6.39,-7.37,-10.27,-2.6,1.96,-4.92,6.96,272.36,205.2,317.35,15.25,-31.11,52.39,7.73,5.36,12.9,477.9,456.8,512.9,274776,172525,767976
1/7/2023,0:00:00,1,7.26,6.26,8.05,1.8,-3.94,5.4,-6.26,-7.58,0.38,-0.07,-6.79,5.16,288.09,12.75,342,-0.58,-65.34,46.35,6.72,4.86,9.49,463.9,436.1,493.8,185548,127928,306699
1/7/2023,6:00:00,1,6.98,5.32,7.76,4.2,-0.76,6.65,-3.18,-6.35,1.17,3.42,-2.13,6.47,321.38,2.23,359.39,33.34,-17.83,62.97,5.59,3.24,7.44,435.5,418.5,466.1,125520,85238,293908
1/7/2023,12:00:00,1,6.88,5.95,7.32,2.79,-2.56,6.84,-3.09,-6.91,6.45,1.68,-5.63,6.5,319.12,1.02,358.09,14.08,-56.05,67.57,6.08,3.25,7.84,432.4,409.1,463.1,118294,75911,341102
1/7/2023,18:00:00,1,6.48,5.18,6.91,4.16,-0.72,6.51,-2.05,-6.08,5.33,2.84,-4.1,5.69,336.39,0.7,358.41,27.13,-42.64,70.61,5.65,3.86,8.46,429.3,412,454,118302,89072,284975
1/8/2023,0:00:00,1,6.44,5.29,6.89,4.86,-0.13,6.4,-0.72,-5.81,3.12,-2.93,-5.79,1.88,345.55,0.39,359.37,-27.4,-62,16.86,4.31,3.23,8.53,415.5,408,441.4,113450,86185,404207
1/8/2023,6:00:00,1,5.89,2.44,7.2,3.68,-3.97,7.01,-0.6,-5.32,4.44,-3.03,-5.36,4.02,350.15,0.24,359.33,-31.45,-73.72,42.72,6.86,3.35,8.98,435.6,407,463.6,129032,83990,484574
1/8/2023,12:00:00,1,5.91,5.6,6.29,4.25,0.11,5.91,-2.71,-5.95,3.9,-0.89,-5.37,4.12,332.88,1.39,359.34,-9.21,-66.01,45.95,4.81,3.52,8.8,413.9,399.9,437.9,98945,70302,442956
1/8/2023,18:00:00,1,5.4,4.65,5.92,2.26,-0.23,4.5,-4.27,-5.29,-0.76,1.16,-4.1,4.61,301.16,265.85,347.19,13.39,-51.34,55.52,4.3,3.08,5.65,408.7,392.8,421,82620,62391,132839
1/9/2023,0:00:00,1,4.71,3.93,5.27,1.21,-1.38,4.81,-2.15,-4.57,1.86,2.91,-4.9,4.68,308.12,2.1,352.85,38.94,-81.57,86.18,4.51,1.14,5.56,392.4,379.2,409.7,85794,22287,138130
1/9/2023,6:00:00,1,5.76,4.46,6.44,4.06,-0.65,5.47,-2.61,-5.38,2.76,2.25,-3.53,5,334.08,1.86,358.98,21.79,-48.65,54.95,3.04,0.64,9.1,394.4,340.5,520.3,81355,5000,775096
1/9/2023,12:00:00,1,5.75,4.79,6.41,3.34,-1.82,5.12,-3.27,-5.19,3.01,-2.93,-5.21,2.09,315.11,9.07,354.07,-30.27,-64.06,26.98,2.31,0.4,10.08,384.5,329.6,516.6,41139,5821,1100014
1/9/2023,18:00:00,1,6.1,4.79,6.55,4.54,-0.41,6.32,-2.87,-4.58,-0.89,0.27,-5.13,4.95,323.17,256.52,351.69,2.61,-55.92,65.97,3.57,1.31,10.95,335.9,314.4,506.9,15860,6528,1093754
1/10/2023,0:00:00,1,7.33,5.96,8.33,4.47,-1.43,6.84,-4.76,-6.69,-1.56,1.44,-3.14,6.64,310.79,251.3,341.41,11.39,-26.16,70.44,4.31,1.92,7.81,364.4,330.6,391.7,78761,16987,113745
1/10/2023,6:00:00,1,8.29,6.89,9.01,4.45,-1.11,7.55,-5.29,-8.19,5.58,4.06,-2.87,7.59,316.62,0.34,358.69,28.74,-21.12,74.8,7.55,4.75,9.6,387.5,373.8,402.8,104636,74927,149806
1/10/2023,12:00:00,1,7.59,3.86,9.87,1.31,-5.24,7.06,1.44,-9.23,7.82,-1.65,-7.72,3.9,32.21,6.63,347.13,-12.36,-79.95,34.03,7.46,4.57,9.62,393.9,370.4,413.9,101567,58434,251617
1/10/2023,18:00:00,1,8.3,4.95,8.94,5.04,-1.09,7.19,-5.88,-8.45,5.54,-0.84,-5.63,4.88,317.58,8.5,338.07,-5.64,-65.9,54.24,5.77,4.07,8.91,394.4,379.9,418.7,115913,90712,157988
1/11/2023,0:00:00,1,8.12,6.08,8.52,4.59,-1.14,7.36,-5.39,-8.04,4.85,-0.34,-6.55,6.61,316.08,5.76,349.99,-2.46,-68.78,56.45,6.48,4.63,10.41,406,383.2,426,125471,90483,173575
1/11/2023,6:00:00,1,8.26,7.27,9.01,4.41,-1.97,8.34,-5.09,-7.98,5.2,-0.97,-7.55,4.25,311.97,4.22,356.27,-7.43,-82.27,34.11,6.81,4,11.08,408.2,377.8,430.1,122988,92275,195258
1/11/2023,12:00:00,1,8.14,7.45,9.14,4.18,-5.21,7.71,-6.09,-8.18,1.92,0.78,-7.84,4.98,306.51,5.97,357.48,5.7,-72.12,39.17,6.35,4.55,11.09,411.2,391.6,463.2,111826,78667,206124
1/11/2023,18:00:00,1,7.57,6.15,8.98,4.96,-3.62,8.2,-2.64,-7.15,7.36,1.26,-7.4,7.06,342.98,3.78,357.02,9.4,-70.99,67.06,7.35,5.36,10.91,412.7,394.2,463.5,119066,80708,174254
1/12/2023,0:00:00,1,8.02,6.7,8.74,5.79,-0.3,7.94,-2.79,-8.16,6.55,1.52,-4.8,6.9,340.22,2.68,356.92,11.16,-38.88,62.24,8.13,6.24,11.02,418,400.1,447,127725,91283,157960
1/12/2023,6:00:00,1,8.28,4.71,8.7,5.86,-0.21,7.9,-3.96,-7.19,3.98,0.6,-6.37,7.33,326.72,5.19,355.2,4.27,-54.66,74.39,9.05,5.78,12.12,419.8,401.6,458.3,104138,78467,193707
1/12/2023,12:00:00,1,8.06,7.27,8.65,5.41,-2.62,8.04,-4.17,-8.01,3.13,0.57,-7.79,6.5,324.8,1.18,358.52,4.1,-67.02,56.62,9.42,6.74,12.64,414.8,397.6,462,104360,75286,138957
1/12/2023,18:00:00,1,6.99,6.51,7.6,5.03,1.55,7.26,-1.97,-5.36,2.46,-2.64,-7.14,4.14,340.73,0.87,359.14,-21.81,-75.65,38.42,7.03,5.59,10.14,404.5,393.9,419.4,100607,67022,132519
1/13/2023,0:00:00,1,7.66,6.25,8.33,3.83,-4.27,5.6,-4.3,-7.32,-0.45,-2.22,-7.58,6.13,298.02,177.21,340.09,-19.03,-70.56,70.5,6.17,3.71,8.87,397.5,377.8,430.5,91926,59228,122547
1/13/2023,6:00:00,1,6.96,3.48,8.16,-0.47,-5.56,5.54,-3.49,-7.14,2.85,-4.26,-6.7,0.62,269.58,12.31,350.32,-39.06,-71.75,7.82,5.09,2.33,9.5,419.1,384.5,519.2,94802,41921,709989
1/13/2023,12:00:00,1,5.26,1.75,8.97,2.77,-3.06,6.25,-2.76,-6.8,3.21,-1.58,-6.58,5.23,321.87,0.45,349.25,-19.99,-79.16,77.08,4.76,2.16,9.36,407.8,382.9,433.2,106623,72494,206663
1/13/2023,18:00:00,1,8.92,5.08,11.3,1.72,-5.43,8.42,-3.36,-7.41,4.83,-6.34,-11.13,6.47,301.21,17.17,351.96,-51.5,-87.23,60.09,10.79,6.72,14.61,463.7,410.1,501,154331,56304,478683
1/14/2023,0:00:00,1,7.8,5.36,8.97,4.28,-1.2,7.68,-2.79,-7.42,4.71,0.53,-6.67,7.94,334.87,0.83,357.46,4.53,-54.79,79.54,10.9,8.3,13.37,511,484.7,533.8,395721,311384,640558
1/14/2023,6:00:00,1,7.64,7.06,8.04,4.68,-1.96,6.75,-1.94,-6.33,3.86,4.83,-3.31,7.33,336.74,0.76,358.95,40.66,-26.53,81.25,10.99,5.87,13.5,513.4,479.8,541,450321,226316,699979
1/14/2023,12:00:00,1,7.84,7.33,9.7,7.13,4.41,8.9,-1.27,-4.69,2.48,3.14,-2.98,5.44,353.12,0.94,359.2,23.64,-17.86,47.34,11.63,4.58,13.3,509.2,475,520.3,595213,178502,809014
1/14/2023,18:00:00,1,9.24,8.49,11.63,5.69,1.3,10.19,-4.07,-6.65,2.59,-5.93,-8.94,-0.27,324.69,2.84,354.57,-38.69,-72.35,-1.71,6.6,4.04,13.21,459.8,430.3,510.6,207194,105447,788119
1/15/2023,0:00:00,1,9.47,7.86,10.72,-1.12,-5.97,9.67,-5.72,-9.45,1.65,-6.11,-9.54,1.48,267.18,13.65,352.04,-40.47,-73.82,11.45,11.08,3.46,13.5,488.4,413.9,518.7,293407,116271,409635
1/15/2023,6:00:00,1,10.29,8.08,11.17,4.32,-3.18,9.07,-5.1,-9.09,-1.05,-6.87,-10.19,-3.89,303.98,242.69,350.41,-43.03,-73.56,-23,7.73,5.07,12.82,474.8,444.2,525.6,230378,162344,622866
1/15/2023,12:00:00,1,9.29,8.72,10.52,5.45,2.69,7.03,-5.12,-6.18,-2.06,-5.89,-8.82,-3.08,318.43,294.53,337.55,-39.49,-58.06,-19.29,6.21,4.4,9.59,444.7,422.7,475.6,187192,91131,515423
1/15/2023,18:00:00,1,10.17,5.23,13.92,1.92,-4.86,6.14,-7.61,-11.9,3.19,-6.04,-8.44,8.21,278.01,124.49,331.97,-35.5,-52.33,71.05,9.18,4.73,27.52,478.4,424.2,503.5,188789,61248,255688
1/16/2023,0:00:00,1,4.45,2.56,7.96,-2.96,-5.06,1.16,2.02,-5.21,4.85,1.86,-1.26,6.38,157.94,71.72,262.39,26.36,-27.21,66.37,20.58,16.38,24.94,517,502.5,533.7,184746,97595,382962
1/16/2023,6:00:00,1,5.21,1.36,8.23,-0.22,-4.51,5.45,1.81,-2.54,7,0.31,-5.18,7.37,89.34,2.14,358.82,4.46,-79.65,76.47,11.21,7.21,18.74,495.8,454.4,515.4,180466,94846,369024
1/16/2023,12:00:00,1,4.23,1.5,6.6,-2.96,-4.48,-1.25,2.14,-0.2,3.7,-1.51,-4.25,4.18,144.98,127.07,183.16,-25.35,-52.88,41.94,11.53,9.09,19.98,474.2,461.2,501.6,147087,82487,267267
1/16/2023,18:00:00,1,3.82,0.76,5.41,-1.91,-4.81,0.97,-0.43,-4.35,3.41,1.6,-1.23,3.57,200.43,20.67,319.13,25.1,-25.02,76.86,8.2,6.65,10.22,465.7,441.2,482.3,191131,113884,300067
1/17/2023,0:00:00,1,4.58,1.26,5.4,-1.83,-4.53,3.86,2.57,-0.67,5.2,1.19,-1.8,3.24,116.25,22.62,343.83,17.84,-43.64,42.09,8.06,6.96,12.37,454.4,433,468.8,158777,67089,195712
1/17/2023,6:00:00,1,3.21,0.96,4.26,-2.98,-4.21,2.04,0.56,-1.18,2.19,-0.13,-1.13,2.02,166.48,119.7,334.31,-3.17,-41.06,36.68,8.36,5.63,9.75,455,420.2,472.7,161714,70356,220761
1/17/2023,12:00:00,1,3.98,2.05,5.33,2.76,-1.92,5.15,1.23,-2.98,3.3,1.06,-1.82,3.03,20.76,1.81,359.29,17.26,-21.97,68.99,5.23,3.52,9.89,424.1,403.3,506.7,145854,68209,890849
1/17/2023,18:00:00,1,4.51,2.89,15.46,3.07,-3.19,5.92,1.4,-1.81,14.8,0.33,-11.78,3.38,41.4,0.38,359.45,4.29,-49.96,59.2,7.53,3.2,23.7,431.8,387.2,475.2,122880,40853,928158
1/18/2023,0:00:00,1,13.35,8.5,15.11,-3.11,-5.75,2.28,12.56,7.13,14.25,-2.18,-8.05,1.08,102.72,79.46,120.39,-9.76,-32.77,4.96,7.51,4.14,15.23,444.3,427.3,488.2,111396,51975,189408
1/18/2023,6:00:00,1,7.34,5.89,8.67,-5.23,-7,-2.83,4.16,-1.55,7.89,-1.49,-6.11,1.83,144.59,111.25,194.65,-10.57,-59.01,14.85,12.81,8.95,23.97,430.2,415.2,462.4,77432,52132,312897
1/18/2023,12:00:00,1,6.14,2.03,7.43,-1.94,-5.07,1.76,5.02,-3.24,6.49,0.89,-6.64,4.02,121.79,73.43,290.09,9.19,-73.72,41.84,7.08,3.34,13.71,428.7,414.1,467.6,102934,53152,393557
1/18/2023,18:00:00,1,6.02,4.36,6.81,-4.74,-5.77,0.51,1.93,-0.38,4.35,2.2,-4.5,4.14,153.9,68.79,183.46,21.38,-60.87,42.59,4.82,3.33,9.98,426.8,411,514.9,105417,69794,736455
1/19/2023,0:00:00,1,6.86,5.96,8.28,-4.73,-6.64,0.84,-1.15,-4.58,3.74,-4.19,-8.04,4.73,193.41,140.49,289.25,-36.43,-80.58,43.71,5.27,2.49,11.34,436.9,410.9,554.7,127380,59573,722141
1/19/2023,6:00:00,1,8.59,7.83,10.37,-7.48,-9.82,-4.41,2.12,-7.96,6.26,-1.96,-7.92,5.3,168.07,132.87,237.9,-12.96,-52.34,35.73,8.73,1.58,12.22,501.1,402.3,526.7,478989,38635,846899
1/19/2023,12:00:00,1,9.13,7.67,9.51,-7.27,-8.8,-3.87,3.55,-2.03,8.34,1.71,-2.78,5.12,155.88,114.66,193.55,10.65,-20.57,33.58,11.25,3.4,14.32,512.3,411.3,556.6,755181,143221,1022000
1/19/2023,18:00:00,1,9.06,8.86,10.15,-4.43,-6.55,-2.84,7.9,5.98,9.54,-0.04,-2.2,2.9,119.16,106.39,137.37,-0.23,-13.68,17.26,13.68,9.66,14.45,549.2,522.4,559.3,717548,585114,910926
1/20/2023,0:00:00,1,9.53,8.8,10.27,-6.53,-8.27,-2.89,2.6,-5.53,9.54,4.96,-2.41,7.04,162.7,106.13,223.59,33.12,-13.92,48.54,12.56,4.7,14.21,502.2,439.6,556.2,727824,152639,932262
1/20/2023,6:00:00,1,8.87,8.55,9.47,-5.7,-7.54,-2.42,6.25,2.42,8.41,1.43,-7.1,4.99,134.24,106.41,160.42,8.89,-50.62,34.54,8.46,3.2,13.75,487.8,418.5,517.6,500901,70103,938621
1/20/2023,12:00:00,1,8.69,7.97,9.27,-5.08,-6.21,-3.39,5.85,3.53,7.49,0.48,-6.72,6.22,130.95,116.11,142.77,3.39,-47.94,44.08,4.64,2.74,11.37,427.9,409.3,518.8,110138,32894,704992
1/20/2023,18:00:00,1,8.23,6.62,8.79,-4.5,-6.86,-1.62,6.35,-5.88,7.83,-0.79,-7.21,4.82,135.75,103.13,239.61,-5.65,-66.76,35.92,4.67,3.34,9.76,421.5,410.6,448.3,99273,61993,261040
1/21/2023,0:00:00,1,7.6,3.91,9.75,-0.24,-3.83,4.83,2.08,-7.07,8.87,0.2,-8.32,8.21,96.04,3.57,356.37,2.01,-83.57,73.37,11.31,8.6,14.81,472.7,445.4,503.9,228991,172954,413157
1/21/2023,6:00:00,1,8.13,6.15,9.62,0.14,-5.72,7.34,4.05,-2.97,8.55,3.92,-8.19,8.28,81.01,1.85,356.47,28.99,-80.64,78.34,11.21,9.72,13.8,503.2,465.1,550.9,434055,254169,585690
1/21/2023,12:00:00,1,6.42,4.65,7.47,3.13,-4.77,6.2,3.38,-3.1,6.64,-3.02,-6.18,3.94,45.82,2.72,358.87,-28.36,-70.32,40.84,10.55,9.58,12.05,506.5,486.8,528.4,410430,316525,520456
1/21/2023,18:00:00,1,4.95,2.27,5.79,-1.09,-3.96,4.49,2.82,-3.27,5.04,-0.02,-5.45,4.8,109.71,4.13,350.27,-0.27,-83.23,63.27,7.13,6.15,10.65,473.4,464.8,498.8,274750,194728,507826
1/22/2023,0:00:00,1,4.52,2.22,6.25,-1.51,-4.72,4.01,2.92,-1.55,5.48,-0.58,-5.65,4.41,109.34,25.09,353.25,-8.26,-78.87,48.64,6.28,3.95,10.41,458,428.4,491.1,211312,98549,593468
1/22/2023,6:00:00,1,6.42,5.14,6.77,-1.17,-4.09,2.81,5.35,-0.57,6.56,0.06,-5.4,5.28,101.45,52.59,181.94,0.63,-59.74,75,5.84,3.62,11.53,446.9,425.3,496.7,170376,84370,727785
1/22/2023,12:00:00,1,6.43,4.83,7.34,-1.96,-6.26,1.84,3.98,-2.45,6.81,-2.78,-6.33,5.61,121.15,69.42,225.29,-26.11,-76.66,62.84,5.89,3.99,13.47,455.6,430.7,511.4,208118,105754,920087
1/22/2023,18:00:00,1,6.64,5.54,7.59,-2.34,-5.02,2.61,4.39,0.58,6.94,1.02,-6.59,5.48,114.01,20.29,165.77,9.07,-78.91,54.1,6.74,3.97,13.15,471.1,429.4,511.3,279824,109244,863381
1/23/2023,0:00:00,1,6.7,5.82,11.43,-1.41,-9.34,8.71,1.06,-5.36,10.13,6.16,-3.42,11.21,146.89,20,285.69,64.64,-18.26,88,10.6,4.78,13.29,493.4,432,546.4,363157,169941,856191
1/23/2023,6:00:00,1,8.86,5.94,11.37,1.12,-5.13,10.5,-0.91,-6.46,8.73,7.12,-7.64,9.9,10.07,2.47,354.29,55.93,-72.9,82.67,10.3,6.89,12.9,506.2,471.2,562.8,414853,276446,570550
1/23/2023,12:00:00,1,7.21,5.91,8.42,-3.32,-5.37,1.97,3.59,-4.36,6.04,-4.85,-7.77,0.31,133.18,66.68,327.65,-46.29,-86.74,2.64,11.75,8.47,12.95,523.3,497.9,535.8,620599,404766,694923
1/23/2023,18:00:00,1,5.82,3.92,6.5,-3.2,-4.6,1.79,2.96,-2.62,5.53,-2.07,-5.35,5.12,146.52,105.55,334.45,-21.88,-66.61,73.76,12.36,4.85,13.61,521.3,458.3,534.5,653508,164951,780378
1/24/2023,0:00:00,1,4.84,4.33,5.34,-2.89,-4.84,1.39,0.49,-3.72,4.22,2.82,-2.72,4.88,175.44,75.79,309.52,37.44,-32.88,78.62,6.42,4.12,13.77,470.9,451.6,509.9,276690,141366,931334
1/24/2023,6:00:00,1,5.19,4.72,5.7,-3.89,-5.43,1.77,1.88,-2.4,5.16,0.01,-4.38,4.56,161.77,44.99,224.89,0.16,-59.65,61.94,7.15,1.9,13.89,461.8,432.3,526.6,307034,65882,949534
1/24/2023,12:00:00,1,5.21,4.81,5.69,-4.15,-5.14,0.62,1.44,-3.51,4.92,-0.23,-2.59,4.99,161.65,72.62,221.17,-2.49,-30.8,66.71,7.11,3.13,12.61,462.2,430.7,540.4,370829,116104,947198
1/24/2023,18:00:00,1,5.87,5.14,6.76,-3.52,-6.23,0.74,3.22,-4.57,5.09,2.37,-2.69,5.61,140.16,48.93,230.83,24.46,-27.15,72.15,6.42,1.81,15.68,457.3,421,541.7,303763,56826,1081118
1/25/2023,0:00:00,1,6.91,6.19,7.4,-2.55,-6.44,0.08,5.51,-2.57,7.01,2.45,-1.77,5.44,122.96,88.81,211.99,21.24,-14.44,56.11,6.81,3.43,13.26,472.5,445.5,546.1,380278,114435,871280
1/25/2023,6:00:00,1,6.76,6.22,7.61,-3.67,-6.36,-0.11,3.57,-3.37,6.12,1.4,-7.22,5.96,148.2,89.9,239.1,11.76,-77.67,64.97,7.74,3.37,14.54,470.7,450.5,547.2,392858,129868,901160
1/25/2023,12:00:00,1,7.64,6.72,8.89,-5.32,-7.59,1.85,2.38,-1.55,6.34,-2.12,-7.01,8.71,150.8,74.01,329.75,-16.27,-64.07,78.78,11,2.25,14.58,504.1,435.3,534.8,738010,58706,917985
1/25/2023,18:00:00,1,7.22,6.75,8.67,-4.46,-6.07,2.57,4.47,-3.65,6.82,1.5,-5.3,8.44,133.9,94.58,343.91,12.56,-48.32,80.51,7.57,5.35,8.95,430.1,417.4,470.5,116249,76753,234849
1/26/2023,0:00:00,1,7.78,5.3,9.27,-4.43,-7,3.88,5.29,-3.79,7.82,0.1,-6.16,7.46,125.73,34.9,337.12,0.71,-42.42,82.76,10.19,7.25,13.26,444.4,424.7,482.9,118018,85910,203944
1/26/2023,6:00:00,1,8.36,5.01,9.18,-4.97,-8.81,5.32,5.18,-2.81,8.5,-0.84,-6.72,7.04,133.95,10.08,247.24,-5.74,-49.16,66.36,11.3,10.4,14.89,478.5,464.9,511.5,183989,158239,297878
1/26/2023,12:00:00,1,8.51,6.35,9.58,-5.09,-8.15,1.06,5.31,-2.17,7.74,0.28,-5.18,8.94,138.47,80.31,291.54,1.98,-41.09,81.93,10.89,8.23,12.86,509.5,479.6,546.4,271268,207771,362633
1/26/2023,18:00:00,1,7.74,6.79,9.63,-2.91,-6.5,5.72,-1.01,-7,7.09,5.41,-0.1,8.81,198.94,102.98,331.5,45.98,-0.86,79.25,11.75,7.75,13.67,544.3,498.9,566,410836,235665,562736
1/27/2023,0:00:00,1,7.34,6.58,8.76,-3.89,-7.79,-0.26,2.08,-6.15,7.07,4.21,-2.37,6.69,169.46,100.83,265.96,35.16,-19.07,67.05,11.97,9.41,13.57,547.1,508.8,568.9,532833,361088,579234
1/27/2023,6:00:00,1,7.67,5.04,8.96,-5.44,-7.72,-0.44,3.7,-4.23,6.71,-1.24,-6.89,3.96,150,94.29,233.98,-10.25,-56.68,43.08,11.57,10.43,13.74,527.1,517.8,581.6,508047,351074,669569
1/27/2023,12:00:00,1,4.58,3.9,5.08,-3.46,-4.74,0.86,1.64,-1.2,4.26,-0.46,-4.61,3.62,152.33,68.54,196.12,-5.81,-69.92,60.61,11.15,10.53,12.2,537.3,529.7,586.7,509411,449431,636972
1/27/2023,18:00:00,1,5.61,3.77,6.99,-4.97,-5.96,3.29,1.36,-0.83,6.49,-0.64,-6.05,4.32,147.82,22.22,189.18,-6.72,-69.53,63.98,10.55,9.66,13.43,523.8,507.7,546.7,407776,329782,527327
1/28/2023,0:00:00,1,6.06,5.17,6.72,-3.28,-5.02,-0.24,3.92,-4.11,6.23,0.84,-4.99,4.41,132.28,96.76,249.71,7.82,-54.01,49.05,10.34,8.91,12.04,514.6,502.8,553.7,366624,255619,433044
1/28/2023,6:00:00,1,6.08,4.9,6.77,-2.98,-5.18,-0.78,4.71,-2.13,6.19,0.79,-4.03,4.72,127.04,89.51,204.68,7.32,-55.5,51.51,10.57,9.77,12.12,527.6,508.3,552.1,366956,272489,437414
